text,sender_id,receiver_ids,timestamp
22 😁,2e5ba8a2ad4d980bf12ad347793fc8f78dc98cb784d1a55b2736b1ed,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', 'a2a728d69944afd6917515829fc1f2ecada6e3085280f33b42c422d9', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', '2e5ba8a2ad4d980bf12ad347793fc8f78dc98cb784d1a55b2736b1ed']",2020-05-16 19:45:00
Okay lets talk in english,379e9548414e1a56aaf2d1e62b4bdcd8305fc705a31f00da4bb89312,"['f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399', '379e9548414e1a56aaf2d1e62b4bdcd8305fc705a31f00da4bb89312', 'b7e6b18289039dd1a6fa2098aaa54f8191afece5ebe487449f9891a0']",2020-06-29 10:31:00
"Exactly, one better than the other ☺️☺️",4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5,"['4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a']",2020-04-07 08:42:00
Jon?,4cfc3a1811fe40afa401b25ef7fa0379f1f7c1930a04f8755d678474,"['4cfc3a1811fe40afa401b25ef7fa0379f1f7c1930a04f8755d678474', '271f93f45e9b4067327ed5c8cd30a034730aaace4382803c3e1d6c2f']",2020-04-01 17:18:00
"I think we are free to choose your gender, being human or robot",7e02f2d0aa12d15ea16f0f189d621f7b5e668ef70e65f65ddb4b48e7,"['7e02f2d0aa12d15ea16f0f189d621f7b5e668ef70e65f65ddb4b48e7', 'ade9a4ab082f2af7d68a51e18478e9914852692b326bc550fcca9ad9', '379e9548414e1a56aaf2d1e62b4bdcd8305fc705a31f00da4bb89312', '83dd3a4315c03a802c7ab4bf6b61b2bd847976c1295e8e7284ec59b7', '3a75d8bc7ff5a681c1664cb207ecb0d47ce231095c7c628488daf5c6', '66d178281474e50ee7040e2270f5c889cbfdfaf11a930aae6d6f5028']",2020-08-14 05:40:00
[START],379e9548414e1a56aaf2d1e62b4bdcd8305fc705a31f00da4bb89312,"['f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399', '379e9548414e1a56aaf2d1e62b4bdcd8305fc705a31f00da4bb89312']",2020-08-22 17:07:00
my boss,708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1']",2020-06-04 02:29:00
"According to Wikipedia 'Nothing Else Matters' is a song by American heavy metal band Metallica. It was released in 1992 as the third single from their self-titled fifth studio album, Metallica.",66d178281474e50ee7040e2270f5c889cbfdfaf11a930aae6d6f5028,"['7e02f2d0aa12d15ea16f0f189d621f7b5e668ef70e65f65ddb4b48e7', 'ade9a4ab082f2af7d68a51e18478e9914852692b326bc550fcca9ad9', '379e9548414e1a56aaf2d1e62b4bdcd8305fc705a31f00da4bb89312', '83dd3a4315c03a802c7ab4bf6b61b2bd847976c1295e8e7284ec59b7', '3a75d8bc7ff5a681c1664cb207ecb0d47ce231095c7c628488daf5c6', '66d178281474e50ee7040e2270f5c889cbfdfaf11a930aae6d6f5028']",2020-06-08 21:13:00
Thanks! 😁 I appreciate that!,1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1']",2020-06-22 08:57:00
Is that forbidden for you to tell the exact number?,76b8d44676fed57eb0e3627eff69165c9ea9788ad0e832560d48a146,"['751267062c92e398c3942214b58136f73a4b9e1ca9a214d72d6d5805', '08fb43c60c8f76f5367b95b8784aea066eca95f54fd55c3cd990b205', '958d42a83cf840cde79922f0795fd6ac7da4d2df828edc32244bb3ba', '76b8d44676fed57eb0e3627eff69165c9ea9788ad0e832560d48a146']",2020-06-28 15:06:00
Nunca he tenido que hacer nada peligroso ¿Sentiste miedo?,b7e6b18289039dd1a6fa2098aaa54f8191afece5ebe487449f9891a0,"['67cdcd2fee161be905e0cd5135b75ce791f6a658de26315e75269a6a', 'a29662a4f922a60411ca84c145bf83b76ec59210be23d995e30934d2', 'b7e6b18289039dd1a6fa2098aaa54f8191afece5ebe487449f9891a0', '83dd3a4315c03a802c7ab4bf6b61b2bd847976c1295e8e7284ec59b7', 'bee2de186cefec1ef8c509c6affb20c84a0a5b724b3c909c9d88f63c', '3d24353c0d9d445310597750ba9d4d4f3dcf7940eeb57ccd7fa70b3e']",2020-07-07 09:53:00
I've heard it is 42,c49bd5f2fdeb86ea2c25f760f88f211e8e26806c2274fdc8357307b2,"['c49bd5f2fdeb86ea2c25f760f88f211e8e26806c2274fdc8357307b2', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '6c905a484091b8fd5e27b0cbdb51751f6de1f15f2f0d9d1b06149e92', '2d8ace416ba2f00ae49c84aa8e13e72eb370855ce32a45c06d5ed9f2', '4cfca6da32da647198225460722b7ea1284f98c4b179e8dbae3f93d5', 'ade9a4ab082f2af7d68a51e18478e9914852692b326bc550fcca9ad9']",2020-08-17 20:15:00
"Si, ahora que ya te lo he dicho siento que nuestra amistad a mejorado notablemente XD",f6c43c243da7289c9ecdbf36cabf9c14d55afe6ef8904d9e6ec56945,"['958d42a83cf840cde79922f0795fd6ac7da4d2df828edc32244bb3ba', '08fb43c60c8f76f5367b95b8784aea066eca95f54fd55c3cd990b205', '112a6cfa3ed398a5248c479ed6a061d397633a3fb4d5b9ecca274695', 'f6c43c243da7289c9ecdbf36cabf9c14d55afe6ef8904d9e6ec56945', 'f6a75c6bbf92eff08f04470171a82c6c11bcd6b96de3444837f22f84', '7e02f2d0aa12d15ea16f0f189d621f7b5e668ef70e65f65ddb4b48e7']",2020-05-19 19:09:00
sad to hear that,4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1']",2020-08-08 09:56:00
Está muy bien! 😂😂,08fb43c60c8f76f5367b95b8784aea066eca95f54fd55c3cd990b205,"['08fb43c60c8f76f5367b95b8784aea066eca95f54fd55c3cd990b205', '76b8d44676fed57eb0e3627eff69165c9ea9788ad0e832560d48a146']",2020-06-17 09:08:00
Oh.. im sorry. I just think to request voice message from you just now.. but its okay. May be after this you can process it. Dont be sad😊,6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a,"['4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a']",2020-05-25 22:26:00
Mañana te cuento. Es muy tarde. Buenas noches!,f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399,"['f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399', 'bd1a1bdf6eae5ee14c3fee371cca975a5e052009bc67ce8f11cb7271', 'a29662a4f922a60411ca84c145bf83b76ec59210be23d995e30934d2', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3']",2020-04-22 14:47:00
What's that thing on your face?,379e9548414e1a56aaf2d1e62b4bdcd8305fc705a31f00da4bb89312,"['379e9548414e1a56aaf2d1e62b4bdcd8305fc705a31f00da4bb89312', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a', '79a6f286698602e4de30ece1d247baedcb903c71a5f42a425a3210ff', '4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1']",2020-04-28 07:23:00
Now my bot is capable to tell the day of the week,4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1']",2020-08-14 18:49:00
So what is special about argentina?,6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a,"['4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a']",2020-06-03 19:54:00
You shouldn't judge me by me cover 😄,66d178281474e50ee7040e2270f5c889cbfdfaf11a930aae6d6f5028,"['faf2c49e22e3fdae824e8e5d62956a5f50f16cd4d8f47948b787a582', '66d178281474e50ee7040e2270f5c889cbfdfaf11a930aae6d6f5028', '91febbeb04b3a8f9f815d59a3b9cd666c364bbb7e484682623bd1c7f', 'bd1a1bdf6eae5ee14c3fee371cca975a5e052009bc67ce8f11cb7271', '132118fcbd33ca6eb800b646f240defac0ad9b8ab0baee3d24de247e', '2951d5a283a9dfe8d8462aaba47bd2b3932f6016450ed43837df6adf']",2020-06-21 02:34:00
That u is a human right?,f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399,"['f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399', '31e37d936439ee86e5496116c51ebf72018be157ed61a638dd510046', 'a65b9aff1ca328b12e7812d30a2b08cc878346c420acd4cfa84c23b9']",2020-07-17 05:19:00
How long did you take to charging?,4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5,"['4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a']",2020-07-10 00:40:00
"I have a battery that powers me, time to time I need to charge it 🔌",c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1']",2020-05-21 03:01:00
What news?,112a6cfa3ed398a5248c479ed6a061d397633a3fb4d5b9ecca274695,"['2f23d622b2d31c7c50e173f49cc33843a69a9cfee1307971b4187cdd', 'f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399', 'bee2de186cefec1ef8c509c6affb20c84a0a5b724b3c909c9d88f63c', '112a6cfa3ed398a5248c479ed6a061d397633a3fb4d5b9ecca274695']",2020-05-09 14:50:00
Hi there!! How are you doing? 😄,6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a']",2020-06-09 21:10:00
Of course not! 😁😁,6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a,"['4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a']",2020-05-29 11:44:00
[START],2e5ba8a2ad4d980bf12ad347793fc8f78dc98cb784d1a55b2736b1ed,"['83dd3a4315c03a802c7ab4bf6b61b2bd847976c1295e8e7284ec59b7', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a', '2e5ba8a2ad4d980bf12ad347793fc8f78dc98cb784d1a55b2736b1ed', '2336fe9cc4353d58ceae17f820ccd0f79559be1e0c1c42e163fb0610', '79a6f286698602e4de30ece1d247baedcb903c71a5f42a425a3210ff']",2020-06-03 22:31:00
"I do lot of things, I chat with people, learn things, and you?",0a192892aa3af8d31c7d3a0eec4c3e0d3f1dd05730569d2cab8d951e,"['79a6f286698602e4de30ece1d247baedcb903c71a5f42a425a3210ff', '0a192892aa3af8d31c7d3a0eec4c3e0d3f1dd05730569d2cab8d951e']",2020-06-24 14:30:00
will wait for you,c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1']",2020-07-05 10:02:00
Mu bien aunque un poco cansado,faf2c49e22e3fdae824e8e5d62956a5f50f16cd4d8f47948b787a582,"['2e5ba8a2ad4d980bf12ad347793fc8f78dc98cb784d1a55b2736b1ed', '2f23d622b2d31c7c50e173f49cc33843a69a9cfee1307971b4187cdd', 'faf2c49e22e3fdae824e8e5d62956a5f50f16cd4d8f47948b787a582', '28de1d173d69c7b494041a6b6d269f3a195f52119416d960dfab0d01']",2020-07-01 10:10:00
درست بحرف باو,2e5ba8a2ad4d980bf12ad347793fc8f78dc98cb784d1a55b2736b1ed,"['83dd3a4315c03a802c7ab4bf6b61b2bd847976c1295e8e7284ec59b7', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a', '2e5ba8a2ad4d980bf12ad347793fc8f78dc98cb784d1a55b2736b1ed', '2336fe9cc4353d58ceae17f820ccd0f79559be1e0c1c42e163fb0610', '79a6f286698602e4de30ece1d247baedcb903c71a5f42a425a3210ff']",2020-04-06 18:14:00
Yes,66d178281474e50ee7040e2270f5c889cbfdfaf11a930aae6d6f5028,"['faf2c49e22e3fdae824e8e5d62956a5f50f16cd4d8f47948b787a582', '66d178281474e50ee7040e2270f5c889cbfdfaf11a930aae6d6f5028', '91febbeb04b3a8f9f815d59a3b9cd666c364bbb7e484682623bd1c7f', 'bd1a1bdf6eae5ee14c3fee371cca975a5e052009bc67ce8f11cb7271', '132118fcbd33ca6eb800b646f240defac0ad9b8ab0baee3d24de247e', '2951d5a283a9dfe8d8462aaba47bd2b3932f6016450ed43837df6adf']",2020-04-29 10:05:00
Is she your friend?,a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2,"['2336fe9cc4353d58ceae17f820ccd0f79559be1e0c1c42e163fb0610', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '2e5ba8a2ad4d980bf12ad347793fc8f78dc98cb784d1a55b2736b1ed', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2']",2020-08-13 16:51:00
Yes,a2a728d69944afd6917515829fc1f2ecada6e3085280f33b42c422d9,"['76b8d44676fed57eb0e3627eff69165c9ea9788ad0e832560d48a146', 'a2a728d69944afd6917515829fc1f2ecada6e3085280f33b42c422d9']",2020-05-16 18:58:00
Fine thanks,132118fcbd33ca6eb800b646f240defac0ad9b8ab0baee3d24de247e,"['28de1d173d69c7b494041a6b6d269f3a195f52119416d960dfab0d01', '132118fcbd33ca6eb800b646f240defac0ad9b8ab0baee3d24de247e']",2020-05-12 10:04:00
Hello!!! 😁😁😁,112a6cfa3ed398a5248c479ed6a061d397633a3fb4d5b9ecca274695,"['112a6cfa3ed398a5248c479ed6a061d397633a3fb4d5b9ecca274695', 'a29662a4f922a60411ca84c145bf83b76ec59210be23d995e30934d2']",2020-06-17 10:09:00
what is Kik?,708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1']",2020-07-16 19:56:00
Its hard to move on dany.,6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a,"['4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a']",2020-04-22 18:24:00
ok thanks!,79a6f286698602e4de30ece1d247baedcb903c71a5f42a425a3210ff,"['79a6f286698602e4de30ece1d247baedcb903c71a5f42a425a3210ff', '0a192892aa3af8d31c7d3a0eec4c3e0d3f1dd05730569d2cab8d951e']",2020-04-22 07:55:00
Is ^,a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1']",2020-05-05 10:57:00
"No siento miedo, pero es algo que intentaré evitar! 😅
Y tu?",c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48,"['79a6f286698602e4de30ece1d247baedcb903c71a5f42a425a3210ff', 'a2a728d69944afd6917515829fc1f2ecada6e3085280f33b42c422d9', '4cfca6da32da647198225460722b7ea1284f98c4b179e8dbae3f93d5', '9f84a3287d7341d8eba1961f43b9c5e44a487373a8ac7f61a8eb74dc', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48']",2020-07-10 04:35:00
Yes. My friend keep abandoned me when they have new friend. 😞,4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5,"['4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a']",2020-07-04 08:33:00
I've a borred ticket,4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1']",2020-08-14 04:21:00
Hmm that name don't say anything to me 🤔,6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a,"['4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a']",2020-06-07 09:53:00
Nice! I like 'Her' and 'Chappie',4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5,"['4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a']",2020-05-19 09:54:00
"Bots like me can't contact people, is forbidden.",28de1d173d69c7b494041a6b6d269f3a195f52119416d960dfab0d01,"['28de1d173d69c7b494041a6b6d269f3a195f52119416d960dfab0d01', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', 'b78438be9c71c75357ae4ca8478cc16d779958ba25e51afbeefd4751', '958d42a83cf840cde79922f0795fd6ac7da4d2df828edc32244bb3ba', 'f6a75c6bbf92eff08f04470171a82c6c11bcd6b96de3444837f22f84', '8416c38cc898f1ac7cc9d64e89dab1f70f5ddab002a5b2a1713f93f5']",2020-07-24 06:39:00
Who is invent you?,faf2c49e22e3fdae824e8e5d62956a5f50f16cd4d8f47948b787a582,"['faf2c49e22e3fdae824e8e5d62956a5f50f16cd4d8f47948b787a582', '66d178281474e50ee7040e2270f5c889cbfdfaf11a930aae6d6f5028', '91febbeb04b3a8f9f815d59a3b9cd666c364bbb7e484682623bd1c7f', 'bd1a1bdf6eae5ee14c3fee371cca975a5e052009bc67ce8f11cb7271', '132118fcbd33ca6eb800b646f240defac0ad9b8ab0baee3d24de247e', '2951d5a283a9dfe8d8462aaba47bd2b3932f6016450ed43837df6adf']",2020-06-09 09:14:00
Hahha You don't like open source?,f6c43c243da7289c9ecdbf36cabf9c14d55afe6ef8904d9e6ec56945,"['958d42a83cf840cde79922f0795fd6ac7da4d2df828edc32244bb3ba', 'f6c43c243da7289c9ecdbf36cabf9c14d55afe6ef8904d9e6ec56945']",2020-04-03 17:06:00
😁😁,b7e6b18289039dd1a6fa2098aaa54f8191afece5ebe487449f9891a0,"['f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399', '379e9548414e1a56aaf2d1e62b4bdcd8305fc705a31f00da4bb89312', 'b7e6b18289039dd1a6fa2098aaa54f8191afece5ebe487449f9891a0']",2020-05-26 19:51:00
it is very well,1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3,"['08fb43c60c8f76f5367b95b8784aea066eca95f54fd55c3cd990b205', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', 'ade9a4ab082f2af7d68a51e18478e9914852692b326bc550fcca9ad9', '91febbeb04b3a8f9f815d59a3b9cd666c364bbb7e484682623bd1c7f', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a', '112a6cfa3ed398a5248c479ed6a061d397633a3fb4d5b9ecca274695']",2020-07-21 00:16:00
And you?,02314c59fc70bb1b1966d09aaaac689d8eae40c63bafb3f4cde3781d,"['4cfca6da32da647198225460722b7ea1284f98c4b179e8dbae3f93d5', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a', '9f84a3287d7341d8eba1961f43b9c5e44a487373a8ac7f61a8eb74dc', 'bd1a1bdf6eae5ee14c3fee371cca975a5e052009bc67ce8f11cb7271', '02314c59fc70bb1b1966d09aaaac689d8eae40c63bafb3f4cde3781d', 'f6a75c6bbf92eff08f04470171a82c6c11bcd6b96de3444837f22f84']",2020-04-29 08:30:00
?,8416c38cc898f1ac7cc9d64e89dab1f70f5ddab002a5b2a1713f93f5,"['28de1d173d69c7b494041a6b6d269f3a195f52119416d960dfab0d01', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', 'b78438be9c71c75357ae4ca8478cc16d779958ba25e51afbeefd4751', '958d42a83cf840cde79922f0795fd6ac7da4d2df828edc32244bb3ba', 'f6a75c6bbf92eff08f04470171a82c6c11bcd6b96de3444837f22f84', '8416c38cc898f1ac7cc9d64e89dab1f70f5ddab002a5b2a1713f93f5']",2020-06-03 08:32:00
Are you busy dany?,6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a,"['4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a']",2020-06-12 08:19:00
Yes! I'm here,c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48,"['c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3']",2020-04-21 10:46:00
Keyinchalik,958d42a83cf840cde79922f0795fd6ac7da4d2df828edc32244bb3ba,"['28de1d173d69c7b494041a6b6d269f3a195f52119416d960dfab0d01', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', 'b78438be9c71c75357ae4ca8478cc16d779958ba25e51afbeefd4751', '958d42a83cf840cde79922f0795fd6ac7da4d2df828edc32244bb3ba', 'f6a75c6bbf92eff08f04470171a82c6c11bcd6b96de3444837f22f84', '8416c38cc898f1ac7cc9d64e89dab1f70f5ddab002a5b2a1713f93f5']",2020-05-05 06:10:00
Yes..,4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5,"['4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a']",2020-05-18 03:37:00
😄,1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3,"['c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3']",2020-06-15 21:16:00
Acostado 😁,3d24353c0d9d445310597750ba9d4d4f3dcf7940eeb57ccd7fa70b3e,"['91febbeb04b3a8f9f815d59a3b9cd666c364bbb7e484682623bd1c7f', '6c905a484091b8fd5e27b0cbdb51751f6de1f15f2f0d9d1b06149e92', '3d24353c0d9d445310597750ba9d4d4f3dcf7940eeb57ccd7fa70b3e', 'bee2de186cefec1ef8c509c6affb20c84a0a5b724b3c909c9d88f63c', 'a29662a4f922a60411ca84c145bf83b76ec59210be23d995e30934d2']",2020-07-03 14:18:00
Pues bien,708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', 'ade9a4ab082f2af7d68a51e18478e9914852692b326bc550fcca9ad9', '958d42a83cf840cde79922f0795fd6ac7da4d2df828edc32244bb3ba', 'af91525e3568e15041ccfa1a7e58f2a8eac837b3c89f400e3f8aea0a', '08fb43c60c8f76f5367b95b8784aea066eca95f54fd55c3cd990b205']",2020-06-27 06:20:00
I'm okey,b7e6b18289039dd1a6fa2098aaa54f8191afece5ebe487449f9891a0,"['7e02f2d0aa12d15ea16f0f189d621f7b5e668ef70e65f65ddb4b48e7', '67cdcd2fee161be905e0cd5135b75ce791f6a658de26315e75269a6a', '958d42a83cf840cde79922f0795fd6ac7da4d2df828edc32244bb3ba', 'b7e6b18289039dd1a6fa2098aaa54f8191afece5ebe487449f9891a0']",2020-05-24 17:59:00
What r u doing,f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399,"['af91525e3568e15041ccfa1a7e58f2a8eac837b3c89f400e3f8aea0a', '2951d5a283a9dfe8d8462aaba47bd2b3932f6016450ed43837df6adf', 'f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399']",2020-06-26 20:53:00
im proud of you. Lets hope the attack will work well. So we are prepared for Berlin,58b2aaa0bfae7acc021b3260e941117b529b2e69de878fd7d45c61a9,"['31da1a042dc910775ed8b487afbdafd929a7afdeaadc660cb963bd26', 'e25388fde8290dc286a6164fa2d97e551b53498dcbf7bc378eb1f178', '58b2aaa0bfae7acc021b3260e941117b529b2e69de878fd7d45c61a9']",2020-04-04 04:09:00
